Branch Customer Nbr,Cust_Name,Vendor Nbr,Vendor Name,Sku,Invoice Number,Product Description 1,Product Description 2,Date,Sales Associate Name,Sales Manager Code,Ossalesman,Ordered Quantity,Net Sales,Fiscal Quarter,Quarter Week,Fiscal Year,State Code,Fiscal Month Name,Region,New Region,Named Owner,Training CAS,Pro CAS,CAE,Category,Top SE,TEP,BU
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702297211,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702297711,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702297911,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702298211,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702298811,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702299111,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702300011,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702300311,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702300711,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702300911,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702301511,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702302111,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702302311,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702302911,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702303111,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702303511,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702303711,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702304511,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702306411,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702307411,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702307811,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702308311,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702308611,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702309111,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702309711,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702310611,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702311611,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702312211,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702312911,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702313211,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU876,702316111,IGM-IPT-INST-D0001,DECOM DISPATCH WITHOUT IPT INSTALL ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,100,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702287511,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,5,95,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702297911,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,5,95,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702298211,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,5,95,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702303711,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,5,95,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702308611,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,5,95,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702284711,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,4,76,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702286011,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,4,76,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702300911,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,4,76,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702288411,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,19,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702300311,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,19,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702302311,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,19,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702307811,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,19,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702312211,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,19,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",3AU875,702313211,IGM-IPT-DCOM-000001,DECOMMISSION S L VL LOCATIONS      ,5/25/2020,KAREN KOWALCZYK                    ,J8,3398,1,19,2,8,2020,OK,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70472301,ONPAR INC                          ,9458,IM LINK US                         ,RD1460,702071211,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/25/2020,SEAN COLERN         Y2,Y2,9009,1,320,2,8,2020,NC,May      ,Southeast,Southeast,Marijeanne Bugenhagen,Klimek,Bugenhagen,Gould,IML,0,#N/A,Mid Tier VAR East
70538172,SAMANA GROUP LLC                   ,9458,IM LINK US                         ,ZH1618,701665511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,5/25/2020,MELISSA DREGER                     ,AS,9009,1,300,2,8,2020,FL,May      ,Southeast,Southeast,#N/A,Klimek,Bugenhagen,Gould,IML,#N/A,#N/A,SMB
70614440,OFFICE DEPOT INC                   ,9458,IM LINK US                         ,RD1460,70MT1GZ11,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/25/2020,PHILIP MASSAKER                    ,93,6001,1,130,2,8,2020,TX,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,DCM
70633002,INSIGHT GLOBAL LLC                 ,9458,IM LINK US                         ,ZH1618,701666511,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,5/25/2020,NEW ACCOUNTS 2016 (NM16) AM,AM,MNLE,1,300,2,8,2020,GA,May      ,Southeast,Southeast,#N/A,Klimek,Bugenhagen,Gould,IML,#N/A,#N/A,SMB
70680810,UNITED DATA TECHNOLOGIES INC       ,9458,IM LINK US                         ,ZH1618,70MT1H311,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,5/25/2020,TEAM  643           J2,J2,DCOM,1,100,2,8,2020,FL,May      ,Southeast,Southeast,Brad Banas,Klimek,Bugenhagen,Gould,IML,#N/A,Nick Vermiglio,Major Accounts
70719241,METRIX SOLUTIONS LLC               ,9458,IM LINK US                         ,ZH1618,702173911,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,5/25/2020,BETH SPINA          TB             ,TB,2218,1,100,2,8,2020,MS,May      ,Southeast,Southeast,#N/A,Klimek,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
70881761,CENTRICSIT LLC                     ,9458,IM LINK US                         ,ZH1618,701667611,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,5/25/2020,DAVID MUCICA        TN             ,TN,MAJK,1,300,2,8,2020,GA,May      ,Southeast,Southeast,#N/A,Klimek,Bugenhagen,Gould,IML,#N/A,#N/A,Networking Security
7433901,TECHNOLOGY RECOVERY GROUP LTD      ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,71228111,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,5/24/2020,ALLEN DYSON                        ,2,3321,1,302.5,2,8,2020,OH,May      ,Great Lakes,Great Lakes,Renee Iovieno,Genco,Gorman,Beach,IMDS,#N/A,#N/A,DCPOS
10001629,TECHNOLOGY INTEGRATION GROUP       ,9458,IM LINK US                         ,RD1460,100575311,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,KELLY RUCKER                       ,K5,1568,1,2250,2,8,2020,CA,May      ,West,West,Jennifer Barish,Lipovsky,Bachulak,Barish,IML,Bernie Franczak,Bernie Franczak,Mid Tier VAR West
10001629,TECHNOLOGY INTEGRATION GROUP       ,9458,IM LINK US                         ,RD1460,100576511,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,KELLY RUCKER                       ,K5,1568,1,162.5,2,8,2020,CA,May      ,West,West,Jennifer Barish,Lipovsky,Bachulak,Barish,IML,Bernie Franczak,Bernie Franczak,Mid Tier VAR West
10115286,ENTERPRISE TECHNOLOGY SERVICES LLC ,9458,IM LINK US                         ,RD1459,100384711,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,5/24/2020,KATELYN TORREY                     ,K5,7694,1,302.78,2,8,2020,AZ,May      ,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,Mid Tier VAR West
10377792,GHA TECHNOLOGIES INC               ,9458,IM LINK US                         ,RD1459,100635411,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,5/24/2020,JESSICA ROGERS                     ,K5,7694,1,190,2,8,2020,AZ,May      ,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,Mid Tier VAR West
10952850,CONVERGEONE INC                    ,9458,IM LINK US                         ,RD1460,100554911,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,MATTHEW FANTINI                    ,G1,3069,1,455,2,8,2020,CA,May      ,West,West,Jennifer Barish,Lipovsky,Bachulak,Barish,IML,Tom Jones,Tom Jones,PS
14505631,IMPULSE INTERNET SERVICES LLC.     ,9458,IM LINK US                         ,RD1459,140526811,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,5/24/2020,NATE WRIGHT         S7,S7,7447,1,3256.5,2,8,2020,CA,May      ,West,West,#N/A,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,UCC
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,148375911,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,MIKE BENNETT HUGHES                ,AS,9009,1,207.5,2,8,2020,AZ,May      ,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
20671280,MTM TECHNOLOGIES INC               ,526U,INGRAM MICRO TRAINING - VMWARE     ,2JP477,201107211,VMWARE NSX  INSTALL CONFIGURE  ,MANAGE V6.2-OE EDU-NSXICM62-OE,5/24/2020,TEAM 640            J2,J2,4140,1,2975,2,8,2020,CT,May      ,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMT,#N/A,#N/A,Major Accounts
21302852,RESPARIO LP                        ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,217106711,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,5/24/2020,ANDREA GORDON       J4,J4,V136,1,1106.25,2,8,2020,TX,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,ProAV
21302852,RESPARIO LP                        ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,217107111,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,5/24/2020,ANDREA GORDON       J4,J4,V136,1,468.75,2,8,2020,TX,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,ProAV
21502821,ICONVERGENCE INC                   ,9458,IM LINK US                         ,RD1460,217089811,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,DANIEL LUCARINI     TB             ,TB,MATG,1,150,2,8,2020,LA,May      ,Southeast,South Central,Scott Lipovsky,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
21502821,ICONVERGENCE INC                   ,9458,IM LINK US                         ,RD1460,217089911,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,DANIEL LUCARINI     TB             ,TB,MATG,1,150,2,8,2020,LA,May      ,Southeast,South Central,Scott Lipovsky,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
21502821,ICONVERGENCE INC                   ,9458,IM LINK US                         ,RD1460,217090111,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,DANIEL LUCARINI     TB             ,TB,MATG,1,150,2,8,2020,LA,May      ,Southeast,South Central,Scott Lipovsky,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
21502821,ICONVERGENCE INC                   ,9458,IM LINK US                         ,RD1460,217090211,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,DANIEL LUCARINI     TB             ,TB,MATG,1,150,2,8,2020,LA,May      ,Southeast,South Central,Scott Lipovsky,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
21575101,ARW SYSTEMS LLC                    ,9458,IM LINK US                         ,RD1460,217055711,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,BETH SPINA          TB             ,TB,2218,1,140,2,8,2020,TX,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
21575101,ARW SYSTEMS LLC                    ,9458,IM LINK US                         ,RD1460,217055611,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,BETH SPINA          TB             ,TB,2218,1,135,2,8,2020,TX,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,Cisco
21577426,MOBIUS PARTNERS INC                ,9458,IM LINK US                         ,RD1460,217069911,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,5/24/2020,MICHAEL EANNIELLO                  ,CA,3756,1,1300,2,8,2020,TX,May      ,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IML,#N/A,#N/A,ACD
