Date,variable,Scenario,value
2021-06-30,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-06-30,Exam Room Hours,VIVA EVE - Expansion,11832.0
2021-06-30,Exam Rooms,VIVA EVE - Expansion,17.0
2021-06-30,Medical Support Staff,VIVA EVE - Expansion,35.0
2021-06-30,Staff Employees,VIVA EVE - Expansion,22.0
2021-06-30,Total Employees,VIVA EVE - Expansion,64.0
2021-06-30,Ad Dollars,VIVA EVE - Expansion,66521.48268466319
2021-06-30,Impressions,VIVA EVE - Expansion,3051444.1598469354
2021-06-30,Clicks,VIVA EVE - Expansion,62249.46086087749
2021-06-30,Prospects,VIVA EVE - Expansion,1817.6842571376226
2021-06-30,Leads,VIVA EVE - Expansion,1009.3600679885218
2021-06-30,Opportunities,VIVA EVE - Expansion,191.77841291781914
2021-06-30,New Visits,VIVA EVE - Expansion,194.37
2021-06-30,Visits,VIVA EVE - Expansion,1023.0
2021-06-30,Patient Available Hours,VIVA EVE - Expansion,243.7885
2021-06-30,Provider Available Hours,VIVA EVE - Expansion,246.5
2021-06-30,Actual Hours Worked,VIVA EVE - Expansion,246.5
2021-06-30,Scheduled Hours,VIVA EVE - Expansion,246.5
2021-06-30,Provider,VIVA EVE - Expansion,7.0
2021-06-30,Net Revenue,VIVA EVE - Expansion,1565702.1738879029
2021-06-30,Gross Revenue,VIVA EVE - Expansion,11183586.956342163
2021-06-30,Procedures,VIVA EVE - Expansion,5626.5
2021-06-30,Visits(excess),VIVA EVE - Expansion,1023.0
2021-06-30,Net Income,VIVA EVE - Expansion,241198.9772464032
2021-06-30,EBT,VIVA EVE - Expansion,247649.27467595867
2021-06-30,EBIT,VIVA EVE - Expansion,249758.38338827746
2021-06-30,EBITDA,VIVA EVE - Expansion,271680.75628842623
2021-06-30,Free Cash Flow,VIVA EVE - Expansion,-19409.739521504613
2021-06-30,CFO,VIVA EVE - Expansion,239068.04825627292
2021-06-30,CFI,VIVA EVE - Expansion,-256877.77777777752
2021-06-30,CFO+CFI,VIVA EVE - Expansion,-17809.729521504603
2021-06-30,CFO Additions to Working Capital,VIVA EVE - Expansion,263121.35014655197
2021-06-30,CFO Non-cash Charges,VIVA EVE - Expansion,21922.37290014876
2021-07-31,Cash Balance,VIVA EVE - Expansion,2037159.9479521175
2021-07-31,Locations,VIVA EVE - Expansion,2.0
2021-07-31,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-07-31,Exam Room Hours,VIVA EVE - Expansion,12240.0
2021-07-31,Exam Rooms,VIVA EVE - Expansion,17.0
2021-07-31,Medical Support Staff,VIVA EVE - Expansion,35.0
2021-07-31,Staff Employees,VIVA EVE - Expansion,22.0
2021-07-31,Total Employees,VIVA EVE - Expansion,64.0
2021-07-31,Ad Dollars,VIVA EVE - Expansion,68426.95375463334
2021-07-31,Impressions,VIVA EVE - Expansion,3138851.08966208
2021-07-31,Clicks,VIVA EVE - Expansion,64032.56222910644
2021-07-31,Prospects,VIVA EVE - Expansion,1869.7508170899082
2021-07-31,Leads,VIVA EVE - Expansion,1038.272628730026
2021-07-31,Opportunities,VIVA EVE - Expansion,197.27179945870495
2021-07-31,New Visits,VIVA EVE - Expansion,2244.85
2021-07-31,Visits,VIVA EVE - Expansion,1025.0
2021-07-31,Patient Available Hours,VIVA EVE - Expansion,252.195
2021-07-31,Provider Available Hours,VIVA EVE - Expansion,255.0
2021-07-31,Actual Hours Worked,VIVA EVE - Expansion,255.0
2021-07-31,Scheduled Hours,VIVA EVE - Expansion,255.0
2021-07-31,Provider,VIVA EVE - Expansion,7.0
2021-07-31,Net Revenue,VIVA EVE - Expansion,1625091.7531818424
2021-07-31,Gross Revenue,VIVA EVE - Expansion,11607798.23701316
2021-07-31,Procedures,VIVA EVE - Expansion,64982.5
2021-07-31,Visits(excess),VIVA EVE - Expansion,1025.0
2021-07-31,Net Income,VIVA EVE - Expansion,275286.63268580224
2021-07-31,EBT,VIVA EVE - Expansion,281200.8314690939
2021-07-31,EBIT,VIVA EVE - Expansion,283308.3913620735
2021-07-31,EBITDA,VIVA EVE - Expansion,307257.6775682536
2021-07-31,Free Cash Flow,VIVA EVE - Expansion,-421702.17379622365
2021-07-31,CFO,VIVA EVE - Expansion,145997.57444582513
2021-07-31,CFI,VIVA EVE - Expansion,-254377.77777777798
2021-07-31,CFO+CFI,VIVA EVE - Expansion,-108380.20333195286
2021-07-31,CFO Additions to Working Capital,VIVA EVE - Expansion,299235.91889198235
2021-07-31,CFO Non-cash Charges,VIVA EVE - Expansion,23949.286206180124
2021-08-31,Cash Balance,VIVA EVE - Expansion,2547446.569632781
2021-08-31,Locations,VIVA EVE - Expansion,2.0
2021-08-31,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-08-31,Exam Room Hours,VIVA EVE - Expansion,12240.0
2021-08-31,Exam Rooms,VIVA EVE - Expansion,17.0
2021-08-31,Medical Support Staff,VIVA EVE - Expansion,35.0
2021-08-31,Staff Employees,VIVA EVE - Expansion,22.0
2021-08-31,Total Employees,VIVA EVE - Expansion,64.0
2021-08-31,Ad Dollars,VIVA EVE - Expansion,68426.95375463334
2021-08-31,Impressions,VIVA EVE - Expansion,3138851.08966208
2021-08-31,Clicks,VIVA EVE - Expansion,64032.56222910644
2021-08-31,Prospects,VIVA EVE - Expansion,1869.7508170899082
2021-08-31,Leads,VIVA EVE - Expansion,1038.272628730026
2021-08-31,Opportunities,VIVA EVE - Expansion,197.27179945870495
2021-08-31,New Visits,VIVA EVE - Expansion,194.75
2021-08-31,Visits,VIVA EVE - Expansion,1025.0
2021-08-31,Patient Available Hours,VIVA EVE - Expansion,252.195
2021-08-31,Provider Available Hours,VIVA EVE - Expansion,255.0
2021-08-31,Actual Hours Worked,VIVA EVE - Expansion,255.0
2021-08-31,Scheduled Hours,VIVA EVE - Expansion,255.0
2021-08-31,Provider,VIVA EVE - Expansion,7.0
2021-08-31,Net Revenue,VIVA EVE - Expansion,1625091.7531818424
2021-08-31,Gross Revenue,VIVA EVE - Expansion,11607798.23701316
2021-08-31,Procedures,VIVA EVE - Expansion,5637.5
2021-08-31,Visits(excess),VIVA EVE - Expansion,1025.0
2021-08-31,Net Income,VIVA EVE - Expansion,261214.12743578135
2021-08-31,EBT,VIVA EVE - Expansion,266631.17931178596
2021-08-31,EBIT,VIVA EVE - Expansion,268804.8426958545
2021-08-31,EBITDA,VIVA EVE - Expansion,294601.43535371695
2021-08-31,Free Cash Flow,VIVA EVE - Expansion,510286.61168066366
2021-08-31,CFO,VIVA EVE - Expansion,766264.3994584412
2021-08-31,CFI,VIVA EVE - Expansion,-254377.77777777752
2021-08-31,CFO+CFI,VIVA EVE - Expansion,511886.62168066367
2021-08-31,CFO Additions to Working Capital,VIVA EVE - Expansion,287010.7200936439
2021-08-31,CFO Non-cash Charges,VIVA EVE - Expansion,25796.592657862442
2021-09-30,Cash Balance,VIVA EVE - Expansion,2226899.158437013
2021-09-30,Locations,VIVA EVE - Expansion,2.0
2021-09-30,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-09-30,Exam Room Hours,VIVA EVE - Expansion,11832.0
2021-09-30,Exam Rooms,VIVA EVE - Expansion,17.0
2021-09-30,Medical Support Staff,VIVA EVE - Expansion,46.0
2021-09-30,Staff Employees,VIVA EVE - Expansion,22.0
2021-09-30,Total Employees,VIVA EVE - Expansion,75.0
2021-09-30,Ad Dollars,VIVA EVE - Expansion,68426.95375463334
2021-09-30,Impressions,VIVA EVE - Expansion,3138851.08966208
2021-09-30,Clicks,VIVA EVE - Expansion,64032.56222910644
2021-09-30,Prospects,VIVA EVE - Expansion,1869.7508170899082
2021-09-30,Leads,VIVA EVE - Expansion,1038.272628730026
2021-09-30,Opportunities,VIVA EVE - Expansion,197.27179945870495
2021-09-30,New Visits,VIVA EVE - Expansion,194.75
2021-09-30,Visits,VIVA EVE - Expansion,1025.0
2021-09-30,Patient Available Hours,VIVA EVE - Expansion,243.7885
2021-09-30,Provider Available Hours,VIVA EVE - Expansion,246.5
2021-09-30,Actual Hours Worked,VIVA EVE - Expansion,246.5
2021-09-30,Scheduled Hours,VIVA EVE - Expansion,246.5
2021-09-30,Provider,VIVA EVE - Expansion,7.0
2021-09-30,Net Revenue,VIVA EVE - Expansion,1625091.7531818424
2021-09-30,Gross Revenue,VIVA EVE - Expansion,11607798.23701316
2021-09-30,Procedures,VIVA EVE - Expansion,5637.5
2021-09-30,Visits(excess),VIVA EVE - Expansion,1025.0
2021-09-30,Net Income,VIVA EVE - Expansion,257363.88263482493
2021-09-30,EBT,VIVA EVE - Expansion,262782.03173950134
2021-09-30,EBIT,VIVA EVE - Expansion,264954.1463042307
2021-09-30,EBITDA,VIVA EVE - Expansion,292754.00492667535
2021-09-30,Free Cash Flow,VIVA EVE - Expansion,-320547.4211957677
2021-09-30,CFO,VIVA EVE - Expansion,-20269.633417990175
2021-09-30,CFI,VIVA EVE - Expansion,-298677.7777777775
2021-09-30,CFO+CFI,VIVA EVE - Expansion,-318947.4111957677
2021-09-30,CFO Additions to Working Capital,VIVA EVE - Expansion,285163.7412572696
2021-09-30,CFO Non-cash Charges,VIVA EVE - Expansion,27799.858622444663
2021-10-31,Cash Balance,VIVA EVE - Expansion,2836378.866074093
2021-10-31,Locations,VIVA EVE - Expansion,3.0
2021-10-31,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-10-31,Exam Room Hours,VIVA EVE - Expansion,18000.0
2021-10-31,Exam Rooms,VIVA EVE - Expansion,25.0
2021-10-31,Medical Support Staff,VIVA EVE - Expansion,46.0
2021-10-31,Staff Employees,VIVA EVE - Expansion,22.0
2021-10-31,Total Employees,VIVA EVE - Expansion,77.0
2021-10-31,Ad Dollars,VIVA EVE - Expansion,88669.64121865254
2021-10-31,Impressions,VIVA EVE - Expansion,4067414.7348005753
2021-10-31,Clicks,VIVA EVE - Expansion,82975.26058993174
2021-10-31,Prospects,VIVA EVE - Expansion,2422.877609226007
2021-10-31,Leads,VIVA EVE - Expansion,1345.4239364032017
2021-10-31,Opportunities,VIVA EVE - Expansion,255.63054791660832
2021-10-31,New Visits,VIVA EVE - Expansion,206.15
2021-10-31,Visits,VIVA EVE - Expansion,1085.0
2021-10-31,Patient Available Hours,VIVA EVE - Expansion,378.2925
2021-10-31,Provider Available Hours,VIVA EVE - Expansion,382.5
2021-10-31,Actual Hours Worked,VIVA EVE - Expansion,382.5
2021-10-31,Scheduled Hours,VIVA EVE - Expansion,382.5
2021-10-31,Provider,VIVA EVE - Expansion,9.0
2021-10-31,Net Revenue,VIVA EVE - Expansion,1686462.4579856815
2021-10-31,Gross Revenue,VIVA EVE - Expansion,12046160.414183438
2021-10-31,Procedures,VIVA EVE - Expansion,5967.5
2021-10-31,Visits(excess),VIVA EVE - Expansion,1085.0
2021-10-31,Net Income,VIVA EVE - Expansion,103308.55054156733
2021-10-31,EBT,VIVA EVE - Expansion,109230.69925373008
2021-10-31,EBIT,VIVA EVE - Expansion,112213.76499912018
2021-10-31,EBITDA,VIVA EVE - Expansion,142941.17720764052
2021-10-31,Free Cash Flow,VIVA EVE - Expansion,609479.6976370802
2021-10-31,CFO,VIVA EVE - Expansion,990197.917320491
2021-10-31,CFI,VIVA EVE - Expansion,0.0
2021-10-31,CFO+CFI,VIVA EVE - Expansion,990197.917320491
2021-10-31,CFO Additions to Working Capital,VIVA EVE - Expansion,134035.96275008772
2021-10-31,CFO Non-cash Charges,VIVA EVE - Expansion,30727.41220852035
2021-11-30,Cash Balance,VIVA EVE - Expansion,2308308.7401667545
2021-11-30,Locations,VIVA EVE - Expansion,3.0
2021-11-30,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-11-30,Exam Room Hours,VIVA EVE - Expansion,17400.0
2021-11-30,Exam Rooms,VIVA EVE - Expansion,25.0
2021-11-30,Medical Support Staff,VIVA EVE - Expansion,46.0
2021-11-30,Staff Employees,VIVA EVE - Expansion,22.0
2021-11-30,Total Employees,VIVA EVE - Expansion,77.0
2021-11-30,Ad Dollars,VIVA EVE - Expansion,93206.04433825542
2021-11-30,Impressions,VIVA EVE - Expansion,4275506.621020891
2021-11-30,Clicks,VIVA EVE - Expansion,87220.33506882617
2021-11-30,Prospects,VIVA EVE - Expansion,2546.8337840097242
2021-11-30,Leads,VIVA EVE - Expansion,1414.2568002606
2021-11-30,Opportunities,VIVA EVE - Expansion,268.708792049514
2021-11-30,New Visits,VIVA EVE - Expansion,207.86
2021-11-30,Visits,VIVA EVE - Expansion,1094.0
2021-11-30,Patient Available Hours,VIVA EVE - Expansion,365.68275
2021-11-30,Provider Available Hours,VIVA EVE - Expansion,369.75
2021-11-30,Actual Hours Worked,VIVA EVE - Expansion,369.75
2021-11-30,Scheduled Hours,VIVA EVE - Expansion,369.75
2021-11-30,Provider,VIVA EVE - Expansion,9.0
2021-11-30,Net Revenue,VIVA EVE - Expansion,1693743.0819062572
2021-11-30,Gross Revenue,VIVA EVE - Expansion,12098164.870758979
2021-11-30,Procedures,VIVA EVE - Expansion,6017.0
2021-11-30,Visits(excess),VIVA EVE - Expansion,1094.0
2021-11-30,Net Income,VIVA EVE - Expansion,147757.34707410363
2021-11-30,EBT,VIVA EVE - Expansion,153680.62403829212
2021-11-30,EBIT,VIVA EVE - Expansion,156649.76037243154
2021-11-30,EBITDA,VIVA EVE - Expansion,187261.8094909961
2021-11-30,Free Cash Flow,VIVA EVE - Expansion,-528070.1359073385
2021-11-30,CFO,VIVA EVE - Expansion,-526470.1259073385
2021-11-30,CFI,VIVA EVE - Expansion,0.0
2021-11-30,CFO+CFI,VIVA EVE - Expansion,-526470.1259073385
2021-11-30,CFO Additions to Working Capital,VIVA EVE - Expansion,178369.39619266824
2021-11-30,CFO Non-cash Charges,VIVA EVE - Expansion,30612.049118564537
2021-12-31,Cash Balance,VIVA EVE - Expansion,3313125.6596720475
2021-12-31,Locations,VIVA EVE - Expansion,3.0
2021-12-31,Exam Room Available Hours,VIVA EVE - Expansion,7495.535714285714
2021-12-31,Exam Room Hours,VIVA EVE - Expansion,18000.0
2021-12-31,Exam Rooms,VIVA EVE - Expansion,25.0
2021-12-31,Medical Support Staff,VIVA EVE - Expansion,46.0
2021-12-31,Staff Employees,VIVA EVE - Expansion,22.0
2021-12-31,Total Employees,VIVA EVE - Expansion,77.0
2021-12-31,Ad Dollars,VIVA EVE - Expansion,98246.4922489253
2021-12-31,Impressions,VIVA EVE - Expansion,4506719.827932353
2021-12-31,Clicks,VIVA EVE - Expansion,91937.08448982002
2021-12-31,Prospects,VIVA EVE - Expansion,2684.5628671027443
2021-12-31,Leads,VIVA EVE - Expansion,1490.737760102154
2021-12-31,Opportunities,VIVA EVE - Expansion,283.24017441940924
2021-12-31,New Visits,VIVA EVE - Expansion,209.76
2021-12-31,Visits,VIVA EVE - Expansion,1104.0
2021-12-31,Patient Available Hours,VIVA EVE - Expansion,378.2925
2021-12-31,Provider Available Hours,VIVA EVE - Expansion,382.5
2021-12-31,Actual Hours Worked,VIVA EVE - Expansion,382.5
2021-12-31,Scheduled Hours,VIVA EVE - Expansion,382.5
2021-12-31,Provider,VIVA EVE - Expansion,9.0
2021-12-31,Net Revenue,VIVA EVE - Expansion,1705373.8064402305
2021-12-31,Gross Revenue,VIVA EVE - Expansion,12181241.474573074
2021-12-31,Procedures,VIVA EVE - Expansion,6072.0
2021-12-31,Visits(excess),VIVA EVE - Expansion,1104.0
2021-12-31,Net Income,VIVA EVE - Expansion,150765.36328600062
2021-12-31,EBT,VIVA EVE - Expansion,156689.75573175494
2021-12-31,EBIT,VIVA EVE - Expansion,159644.91106884403
2021-12-31,EBITDA,VIVA EVE - Expansion,190142.88106245795
2021-12-31,Free Cash Flow,VIVA EVE - Expansion,1004816.9095052931
2021-12-31,CFO,VIVA EVE - Expansion,1008916.9195052936
2021-12-31,CFI,VIVA EVE - Expansion,-2500.0000000004657
2021-12-31,CFO+CFI,VIVA EVE - Expansion,1006416.9195052931
2021-12-31,CFO Additions to Working Capital,VIVA EVE - Expansion,181263.33327961457
2021-12-31,CFO Non-cash Charges,VIVA EVE - Expansion,30497.969993613922
2022-01-31,Cash Balance,VIVA EVE - Expansion,2607581.039012784
2022-01-31,Locations,VIVA EVE - Expansion,4.0
2022-01-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-01-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-01-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-01-31,Medical Support Staff,VIVA EVE - Expansion,46.0
2022-01-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-01-31,Total Employees,VIVA EVE - Expansion,77.0
2022-01-31,Ad Dollars,VIVA EVE - Expansion,108295.02974172911
2022-01-31,Impressions,VIVA EVE - Expansion,4967661.914758217
2022-01-31,Clicks,VIVA EVE - Expansion,101340.30306106762
2022-01-31,Prospects,VIVA EVE - Expansion,2959.1368493831746
2022-01-31,Leads,VIVA EVE - Expansion,1643.2086924624768
2022-01-31,Opportunities,VIVA EVE - Expansion,312.2096515678706
2022-01-31,New Visits,VIVA EVE - Expansion,212.04
2022-01-31,Visits,VIVA EVE - Expansion,1116.0
2022-01-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-01-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-01-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-01-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-01-31,Provider,VIVA EVE - Expansion,9.0
2022-01-31,Net Revenue,VIVA EVE - Expansion,1718622.4474009983
2022-01-31,Gross Revenue,VIVA EVE - Expansion,12275874.624292845
2022-01-31,Procedures,VIVA EVE - Expansion,6138.0
2022-01-31,Visits(excess),VIVA EVE - Expansion,1116.0
2022-01-31,Net Income,VIVA EVE - Expansion,145471.5629274325
2022-01-31,EBT,VIVA EVE - Expansion,151301.40864044632
2022-01-31,EBIT,VIVA EVE - Expansion,154242.53117974463
2022-01-31,EBITDA,VIVA EVE - Expansion,184701.1677969237
2022-01-31,Free Cash Flow,VIVA EVE - Expansion,-705544.6306592629
2022-01-31,CFO,VIVA EVE - Expansion,217832.14026983397
2022-01-31,CFI,VIVA EVE - Expansion,-4999.999999999534
2022-01-31,CFO+CFI,VIVA EVE - Expansion,212832.14026983443
2022-01-31,CFO Additions to Working Capital,VIVA EVE - Expansion,175930.19954461156
2022-01-31,CFO Non-cash Charges,VIVA EVE - Expansion,30458.63661717907
2022-02-28,Cash Balance,VIVA EVE - Expansion,2532882.879861951
2022-02-28,Locations,VIVA EVE - Expansion,4.0
2022-02-28,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-02-28,Exam Room Hours,VIVA EVE - Expansion,20088.0
2022-02-28,Exam Rooms,VIVA EVE - Expansion,31.0
2022-02-28,Medical Support Staff,VIVA EVE - Expansion,46.0
2022-02-28,Staff Employees,VIVA EVE - Expansion,22.0
2022-02-28,Total Employees,VIVA EVE - Expansion,77.0
2022-02-28,Ad Dollars,VIVA EVE - Expansion,115472.91062398563
2022-02-28,Impressions,VIVA EVE - Expansion,5296922.505687415
2022-02-28,Clicks,VIVA EVE - Expansion,108057.21911602326
2022-02-28,Prospects,VIVA EVE - Expansion,3155.2707981878793
2022-02-28,Leads,VIVA EVE - Expansion,1752.1218742337294
2022-02-28,Opportunities,VIVA EVE - Expansion,332.9031561044086
2022-02-28,New Visits,VIVA EVE - Expansion,214.89000000000001
2022-02-28,Visits,VIVA EVE - Expansion,1131.0
2022-02-28,Patient Available Hours,VIVA EVE - Expansion,453.951
2022-02-28,Provider Available Hours,VIVA EVE - Expansion,459.0
2022-02-28,Actual Hours Worked,VIVA EVE - Expansion,459.0
2022-02-28,Scheduled Hours,VIVA EVE - Expansion,459.0
2022-02-28,Provider,VIVA EVE - Expansion,9.0
2022-02-28,Net Revenue,VIVA EVE - Expansion,1755999.5862522987
2022-02-28,Gross Revenue,VIVA EVE - Expansion,12542854.187516417
2022-02-28,Procedures,VIVA EVE - Expansion,6220.5
2022-02-28,Visits(excess),VIVA EVE - Expansion,1131.0
2022-02-28,Net Income,VIVA EVE - Expansion,158498.04076619234
2022-02-28,EBT,VIVA EVE - Expansion,164415.22410363177
2022-02-28,EBIT,VIVA EVE - Expansion,167274.60951813424
2022-02-28,EBITDA,VIVA EVE - Expansion,197735.49777239133
2022-02-28,Free Cash Flow,VIVA EVE - Expansion,-74698.16915083313
2022-02-28,CFO,VIVA EVE - Expansion,-73098.15915083312
2022-02-28,CFI,VIVA EVE - Expansion,0.0
2022-02-28,CFO+CFI,VIVA EVE - Expansion,-73098.15915083312
2022-02-28,CFO Additions to Working Capital,VIVA EVE - Expansion,188958.92902044943
2022-02-28,CFO Non-cash Charges,VIVA EVE - Expansion,30460.888254257086
2022-03-31,Cash Balance,VIVA EVE - Expansion,3106072.231759522
2022-03-31,Locations,VIVA EVE - Expansion,4.0
2022-03-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-03-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-03-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-03-31,Medical Support Staff,VIVA EVE - Expansion,46.0
2022-03-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-03-31,Total Employees,VIVA EVE - Expansion,77.0
2022-03-31,Ad Dollars,VIVA EVE - Expansion,78427.62728105742
2022-03-31,Impressions,VIVA EVE - Expansion,3597597.5816998812
2022-03-31,Clicks,VIVA EVE - Expansion,73390.99066667758
2022-03-31,Prospects,VIVA EVE - Expansion,2143.016927466985
2022-03-31,Leads,VIVA EVE - Expansion,1190.0172998224168
2022-03-31,Opportunities,VIVA EVE - Expansion,226.1032869662592
2022-03-31,New Visits,VIVA EVE - Expansion,217.93
2022-03-31,Visits,VIVA EVE - Expansion,1147.0
2022-03-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-03-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-03-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-03-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-03-31,Provider,VIVA EVE - Expansion,9.0
2022-03-31,Net Revenue,VIVA EVE - Expansion,1774285.0224666558
2022-03-31,Gross Revenue,VIVA EVE - Expansion,12673464.446190398
2022-03-31,Procedures,VIVA EVE - Expansion,6308.5
2022-03-31,Visits(excess),VIVA EVE - Expansion,1147.0
2022-03-31,Net Income,VIVA EVE - Expansion,208529.5556718138
2022-03-31,EBT,VIVA EVE - Expansion,214447.81858667737
2022-03-31,EBIT,VIVA EVE - Expansion,217293.06695349957
2022-03-31,EBITDA,VIVA EVE - Expansion,247640.495870073
2022-03-31,Free Cash Flow,VIVA EVE - Expansion,573189.3418975717
2022-03-31,CFO,VIVA EVE - Expansion,577289.3518975717
2022-03-31,CFI,VIVA EVE - Expansion,-2500.0
2022-03-31,CFO+CFI,VIVA EVE - Expansion,574789.3518975717
2022-03-31,CFO Additions to Working Capital,VIVA EVE - Expansion,238876.98458838725
2022-03-31,CFO Non-cash Charges,VIVA EVE - Expansion,30347.428916573423
2022-04-30,Cash Balance,VIVA EVE - Expansion,2703873.944409319
2022-04-30,Locations,VIVA EVE - Expansion,4.0
2022-04-30,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-04-30,Exam Room Hours,VIVA EVE - Expansion,21576.0
2022-04-30,Exam Rooms,VIVA EVE - Expansion,31.0
2022-04-30,Medical Support Staff,VIVA EVE - Expansion,46.0
2022-04-30,Staff Employees,VIVA EVE - Expansion,22.0
2022-04-30,Total Employees,VIVA EVE - Expansion,77.0
2022-04-30,Ad Dollars,VIVA EVE - Expansion,95120.43352026318
2022-04-30,Impressions,VIVA EVE - Expansion,4363322.638544182
2022-04-30,Clicks,VIVA EVE - Expansion,89011.78182630133
2022-04-30,Prospects,VIVA EVE - Expansion,2599.144029327999
2022-04-30,Leads,VIVA EVE - Expansion,1443.3046794858378
2022-04-30,Opportunities,VIVA EVE - Expansion,274.2278891023092
2022-04-30,New Visits,VIVA EVE - Expansion,221.35
2022-04-30,Visits,VIVA EVE - Expansion,1165.0
2022-04-30,Patient Available Hours,VIVA EVE - Expansion,487.577
2022-04-30,Provider Available Hours,VIVA EVE - Expansion,493.0
2022-04-30,Actual Hours Worked,VIVA EVE - Expansion,493.0
2022-04-30,Scheduled Hours,VIVA EVE - Expansion,493.0
2022-04-30,Provider,VIVA EVE - Expansion,9.0
2022-04-30,Net Revenue,VIVA EVE - Expansion,1792387.4127078075
2022-04-30,Gross Revenue,VIVA EVE - Expansion,12802767.233627195
2022-04-30,Procedures,VIVA EVE - Expansion,6407.5
2022-04-30,Visits(excess),VIVA EVE - Expansion,1165.0
2022-04-30,Net Income,VIVA EVE - Expansion,179176.17874900336
2022-04-30,EBT,VIVA EVE - Expansion,184596.07869662394
2022-04-30,EBIT,VIVA EVE - Expansion,187494.78987524266
2022-04-30,EBITDA,VIVA EVE - Expansion,217620.83417128437
2022-04-30,Free Cash Flow,VIVA EVE - Expansion,-402198.2973502029
2022-04-30,CFO,VIVA EVE - Expansion,396337.30412183376
2022-04-30,CFI,VIVA EVE - Expansion,-383333.3333333335
2022-04-30,CFO+CFI,VIVA EVE - Expansion,13003.970788500272
2022-04-30,CFO Additions to Working Capital,VIVA EVE - Expansion,209302.22304504507
2022-04-30,CFO Non-cash Charges,VIVA EVE - Expansion,30126.04429604171
2022-05-31,Cash Balance,VIVA EVE - Expansion,3175794.48228373
2022-05-31,Locations,VIVA EVE - Expansion,4.0
2022-05-31,Exam Room Available Hours,VIVA EVE - Expansion,9294.464285714286
2022-05-31,Exam Room Hours,VIVA EVE - Expansion,22320.0
2022-05-31,Exam Rooms,VIVA EVE - Expansion,31.0
2022-05-31,Medical Support Staff,VIVA EVE - Expansion,46.0
2022-05-31,Staff Employees,VIVA EVE - Expansion,22.0
2022-05-31,Total Employees,VIVA EVE - Expansion,77.0
2022-05-31,Ad Dollars,VIVA EVE - Expansion,101716.62793998857
2022-05-31,Impressions,VIVA EVE - Expansion,4665900.364219659
2022-05-31,Clicks,VIVA EVE - Expansion,95184.36743008105
2022-05-31,Prospects,VIVA EVE - Expansion,2779.3835289583667
2022-05-31,Leads,VIVA EVE - Expansion,1543.3916736305812
2022-05-31,Opportunities,VIVA EVE - Expansion,293.2444179898104
2022-05-31,New Visits,VIVA EVE - Expansion,225.53
2022-05-31,Visits,VIVA EVE - Expansion,1187.0
2022-05-31,Patient Available Hours,VIVA EVE - Expansion,504.39
2022-05-31,Provider Available Hours,VIVA EVE - Expansion,510.0
2022-05-31,Actual Hours Worked,VIVA EVE - Expansion,510.0
2022-05-31,Scheduled Hours,VIVA EVE - Expansion,510.0
2022-05-31,Provider,VIVA EVE - Expansion,9.0
2022-05-31,Net Revenue,VIVA EVE - Expansion,1842100.721452889
2022-05-31,Gross Revenue,VIVA EVE - Expansion,13157862.296092063
2022-05-31,Procedures,VIVA EVE - Expansion,6528.5
2022-05-31,Visits(excess),VIVA EVE - Expansion,1187.0
2022-05-31,Net Income,VIVA EVE - Expansion,206373.12631068856
2022-05-31,EBT,VIVA EVE - Expansion,211794.09586546195
2022-05-31,EBIT,VIVA EVE - Expansion,214678.5648759519
2022-05-31,EBITDA,VIVA EVE - Expansion,246224.1562382862
2022-05-31,Free Cash Flow,VIVA EVE - Expansion,471920.52787441085
2022-05-31,CFO,VIVA EVE - Expansion,606853.8712077443
2022-05-31,CFI,VIVA EVE - Expansion,-133333.3333333335
2022-05-31,CFO+CFI,VIVA EVE - Expansion,473520.53787441086
2022-05-31,CFO Additions to Working Capital,VIVA EVE - Expansion,237918.71767302282
2022-05-31,CFO Non-cash Charges,VIVA EVE - Expansion,31545.5913623343
